suite_number,ship_date_kst,trans_date_utc_package,package_id,inner_package_id,profit_case,package_merchant,order_type,package_type,country_code,country_name,carrier,carrier_service,package_weight,dimension_weight,package_count,reference_type,goods_revenue_krw,goods_revenue_usd,warehouse_revenue_krw,warehouse_revenue_usd,shipping_revenue_krw,shipping_revenue_usd,profit_krw,profit_usd,storage_fee_usd,storage_fee_krw,request_photo_fee_usd,request_photo_fee_krw,repack_fee_usd,repack_fee_krw,bubble_wrap_fee_usd,bubble_wrap_fee_krw,vacuum_repack_fee_usd,vacuum_repack_fee_krw,plasticbox_fee_usd,plasticbox_fee_krw,remove_papertube_fee_usd,remove_papertube_fee_krw,inclusion_fee_usd,inclusion_fee_krw,bfm_extra_fee_usd,bfm_extra_fee_krw,receiving_fee_usd,receiving_fee_krw,package_extra_fee_usd,package_extra_fee_krw,shipping_fee_usd,shipping_fee_krw,customer_cost_krw,customer_cost_usd,original_cost_krw,original_cost_usd,fuel_surcharge_cost_krw,fuel_surcharge_cost_usd,marked_up_cost_krw,marked_up_cost_usd,origin_usd_krw_package,usd_krw_package
E6255,2025-02-26,2025-02-25,555113,0,1,Korean seller,WE_SHIP,SINGLE,CY,Cyprus,FEDEX,INTERNATIONAL_PRIORITY,2600,11197,1,ASN,0,0,2774,2,257484,185.63,,,0,0,2,2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.63,257484,,,,,,,,,1429.980108,1387.080705
L5730,2025-02-26,2025-02-25,577785,0,1,Lisa Moon ,WE_SHIP,SINGLE,IL,Israel,FEDEX,INTERNATIONAL_PRIORITY,400,605,1,ASN,0,0,0,0,45996,33.16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.16,45996,,,,,,,,,1429.980108,1387.080705
H0079,2025-02-26,2025-02-25,578116,0,1,Weverse,WE_SHIP,SINGLE,PR,Puerto Rico,FEDEX,INTERNATIONAL_PRIORITY,1900,4969,1,ASN,0,0,0,0,78023,56.25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,78023,,,,,,,,,1429.980108,1387.080705
M8259,2025-02-26,2025-02-25,577580,0,1,Marie Lim,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1200,2184,1,ASN,0,0,0,0,55913,40.31,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.31,55913,,,,,,,,,1429.980108,1387.080705
B7792,2025-02-26,2025-02-18,572902,0,1,Online Atomy,WE_SHIP,SINGLE,NL,Netherlands,FEDEX,INTERNATIONAL_PRIORITY,8500,8500,1,ASN,0,0,0,0,151815,104.7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.7,151815,,,,,,,,,1450,1450
O9298,2025-02-26,2025-02-26,578485,0,1,Hee mi han,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1200,4884,1,ASN,0,0,0,0,78021,56.22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.22,78021,,,,,,,,,1430.698792,1387.777828
N7994,2025-02-27,2025-02-26,578771,0,1,WEVERSE,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,1500,4969,1,ASN,0,0,0,0,90317,65.08,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.08,90317,,,,,,,,,1430.698792,1387.777828
B9546,2025-02-27,2025-02-26,549790,0,1,Weverse ,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,300,1080,1,ASN,0,0,4163,3,52028,37.49,,,3,4163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.49,52028,,,,,,,,,1430.698792,1387.777828
M0264,2025-02-27,2025-02-26,539389,0,1,DK SHOP,DK_SHOP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,4800,4800,1,ASN,0,0,26368,19,78021,56.22,,,19,26368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.22,78021,,,,,,,,,1430.698792,1387.777828
I7159,2025-02-27,2025-02-26,576704,0,1,null,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1000,1650,1,ASN,0,0,2776,2,49710,35.82,,,0,0,2,2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82,49710,,,,,,,,,1430.698792,1387.777828
G5777,2025-02-27,2025-02-26,567060,0,1,Weverse shop ,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_PRIORITY,1800,1800,1,ASN,0,0,2776,2,49710,35.82,,,0,0,2,2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82,49710,,,,,,,,,1430.698792,1387.777828
J8964,2025-02-27,2025-02-26,567823,0,1,Sensor System Technology,WE_SHIP,SINGLE,GE,Georgia,FEDEX,INTERNATIONAL_PRIORITY,3100,3744,1,ASN,0,0,2776,2,98615,71.06,,,0,0,2,2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.06,98615,,,,,,,,,1430.698792,1387.777828
A1621,2025-02-27,2025-02-26,576790,0,1,19762,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,700,1650,1,ASN,0,0,0,0,49710,35.82,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82,49710,,,,,,,,,1430.698792,1387.777828
A1621,2025-02-27,2025-02-26,576818,0,1,19846,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1000,1250,1,ASN,0,0,0,0,46296,33.36,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.36,46296,,,,,,,,,1430.698792,1387.777828
A1621,2025-02-27,2025-02-26,576910,0,1,19832,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,2100,2100,1,ASN,0,0,0,0,55914,40.29,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.29,55914,,,,,,,,,1430.698792,1387.777828
F9134,2025-02-27,2025-02-26,578879,0,1,DK SHOP,DK_SHOP,SINGLE,CH,Swiss,FEDEX,INTERNATIONAL_PRIORITY,1000,2520,1,ASN,0,0,0,0,76189,54.9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.9,76189,,,,,,,,,1430.698792,1387.777828
I0133,2025-02-27,2025-02-26,567697,0,1,Wewerse,WE_SHIP,SINGLE,IT,Italia,FEDEX,INTERNATIONAL_PRIORITY,1800,1800,1,ASN,0,0,0,0,57537,41.46,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.46,57537,,,,,,,,,1430.698792,1387.777828
A7898,2025-02-27,2025-02-26,578788,0,1,weverse shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1300,2784,1,ASN,0,0,0,0,59105,42.59,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.59,59105,,,,,,,,,1430.698792,1387.777828
G5054,2025-02-27,2025-02-26,562324,0,1,Pop mart,WE_SHIP,SINGLE,IL,Israel,FEDEX,INTERNATIONAL_PRIORITY,1400,5870,1,ASN,0,0,0,0,144593,104.19,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.19,144593,,,,,,,,,1430.698792,1387.777828
B8791,2025-02-27,2025-02-27,579551,0,1,VICTOR,WE_SHIP,SINGLE,FR,France,FEDEX,INTERNATIONAL_PRIORITY,19300,19300,1,ASN,0,0,0,0,299495,215.18,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.18,299495,,,,,,,,,1434.880112,1391.833709
C3032,2025-02-28,2025-02-27,578824,0,1,Weverse Shop,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,1200,2784,1,ASN,0,0,0,0,67560,48.54,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.54,67560,,,,,,,,,1434.880112,1391.833709
D6462,2025-02-28,2025-02-27,579811,0,1,Makestar,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_PRIORITY,1500,1500,1,ASN,0,0,0,0,52027,37.38,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.38,52027,,,,,,,,,1434.880112,1391.833709
K3911,2025-02-28,2025-02-27,579698,0,1,MAKESTAR,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_PRIORITY,2800,4406,1,ASN,0,0,0,0,74574,53.58,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.58,74574,,,,,,,,,1434.880112,1391.833709
K9151,2025-02-28,2025-02-24,523406,0,1,null,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,1500,7056,1,ASN,0,0,41809,30,124159,89.09,,,30,41809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.09,124159,,,,,,,,,1436.73501,1393.63296
G4806,2025-02-28,2025-02-27,574312,0,1,gmarket- 가온오피스,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1600,7252,1,ASN,0,0,0,0,124152,89.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.2,124152,,,,,,,,,1434.880112,1391.833709
A4624,2025-02-28,2025-02-27,579899,0,1,Makestar,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,3100,3100,1,ASN,0,0,0,0,65138,46.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8,65138,,,,,,,,,1434.880112,1391.833709
A4624,2025-02-28,2025-02-27,579906,0,1,Makestar ,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,3100,3100,1,ASN,0,0,0,0,65138,46.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.8,65138,,,,,,,,,1434.880112,1391.833709
J9079,2025-02-28,2025-02-27,579880,0,1,makestar,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1300,1445,1,ASN,0,0,0,0,46292,33.26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.26,46292,,,,,,,,,1434.880112,1391.833709
E6977,2025-02-28,2025-02-27,562016,0,1,null,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,3700,20163,1,ASN,0,0,2784,2,271060,194.75,,,0,0,2,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.75,271060,,,,,,,,,1434.880112,1391.833709
D7403,2025-02-28,2025-02-27,579820,0,1,Makestar,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_PRIORITY,1000,1445,1,ASN,0,0,0,0,52027,37.38,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.38,52027,,,,,,,,,1434.880112,1391.833709
C0911,2025-02-28,2025-02-27,580146,0,1,KTOWN4U,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,9800,19958,1,ASN,0,0,0,0,264949,190.36,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.36,264949,,,,,,,,,1434.880112,1391.833709
E6702,2025-02-28,2025-02-27,563182,0,1,DearMyMuse,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_PRIORITY,100,165,1,ASN,0,0,13918,10,35422,25.45,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13918,0,0,0,0,0,0,25.45,35422,,,,,,,,,1434.880112,1391.833709
C0911,2025-02-28,2025-02-27,580142,0,1,KTOWN4U,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,9800,20261,1,ASN,0,0,0,0,271060,194.75,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.75,271060,,,,,,,,,1434.880112,1391.833709
C0911,2025-02-28,2025-02-27,580139,0,1,KTOWN4U,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,9400,14976,1,ASN,0,0,0,0,219061,157.39,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.39,219061,,,,,,,,,1434.880112,1391.833709
C0911,2025-02-28,2025-02-27,580135,0,1,KTOWN4U,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,9400,15140,1,ASN,0,0,0,0,225185,161.79,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.79,225185,,,,,,,,,1434.880112,1391.833709
A1621,2025-02-28,2025-02-27,577603,0,1,19892,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,900,1300,1,ASN,0,0,0,0,46292,33.26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.26,46292,,,,,,,,,1434.880112,1391.833709
K3873,2025-02-28,2025-02-27,580157,0,1,MODA82,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1700,3850,1,ASN,0,0,0,0,68381,49.13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.13,68381,,,,,,,,,1434.880112,1391.833709
L4683,2025-02-28,2025-02-27,558311,0,1,HelloLive,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_PRIORITY,300,478,1,ASN,0,0,16702,12,35422,25.45,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16702,0,0,0,0,0,0,25.45,35422,,,,,,,,,1434.880112,1391.833709
D3098,2025-02-28,2025-02-27,580070,0,1,Weverse Shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,200,524,1,ASN,0,0,4176,3,40029,28.76,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4176,28.76,40029,,,,,,,,,1434.880112,1391.833709
A1621,2025-02-28,2025-02-27,578384,0,1,17534,WE_SHIP,SINGLE,ZA,South Africa,FEDEX,INTERNATIONAL_PRIORITY,1200,1288,1,ASN,0,0,0,0,63315,45.49,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.49,63315,,,,,,,,,1434.880112,1391.833709
O1353,2025-03-04,2025-02-11,567064,0,1,Atomy,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,2600,2646,1,ASN,0,0,0,0,67565,47.93,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.93,67565,,,,,,,,,1453.250064,1409.652562
L2526,2025-03-04,2025-02-26,579259,0,1,APPLEMUSIC,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,2600,2600,1,ASN,0,0,0,0,67557,48.68,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.68,67557,,,,,,,,,1430.698792,1387.777828
D8349,2025-03-04,2025-02-28,581035,0,1,Weverse,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,200,524,1,ASN,0,0,0,0,40889,29.02,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.02,40889,,,,,,,,,1452.559799,1408.983005
O8935,2025-03-04,2025-02-28,580824,0,1,Weverse,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,1500,4043,1,ASN,0,0,0,0,86117,61.12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.12,86117,,,,,,,,,1452.559799,1408.983005
B3112,2025-03-04,2025-02-28,553583,0,1,고령,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,100,282,1,ASN,0,0,0,0,35422,25.14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.14,35422,,,,,,,,,1452.559799,1408.983005
A5150,2025-03-04,2025-03-01,567000,0,1,Mwave shop,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,3300,3300,1,ASN,0,0,0,0,74754,52.72,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.72,74754,,,,,,,,,1461.795039,1417.941188
D4425,2025-03-04,2025-03-02,575333,0,1,Thh_ribbon,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,900,900,1,ASN,0,0,0,0,40893,28.84,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.84,40893,,,,,,,,,1461.795039,1417.941188
C0911,2025-03-04,2025-02-07,565355,0,1,Ktown4U,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,9300,15629,1,ASN,0,0,0,0,228518,162.9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.9,228518,,,,,,,,,1446.199569,1402.813582
E4485,2025-03-04,2025-02-28,577345,0,1,DK SHOP,DK_SHOP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,4900,5832,1,ASN,0,0,0,0,106561,75.63,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.63,106561,,,,,,,,,1452.559799,1408.983005
H5509,2025-03-04,2025-02-28,551088,0,1,skzsell2,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,100,198,1,ASN,0,0,19726,14,36169,25.67,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19726,0,0,0,0,0,0,25.67,36169,,,,,,,,,1452.559799,1408.983005
C2919,2025-03-04,2025-02-28,580895,0,1,Weverse,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1900,4969,1,ASN,0,0,0,0,78015,55.37,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.37,78015,,,,,,,,,1452.559799,1408.983005
D2187,2025-03-04,2025-02-28,572859,0,1,SEOULYOURHEART,WE_SHIP,SINGLE,MT,Malta,FEDEX,INTERNATIONAL_PRIORITY,1200,3499,1,ASN,0,0,2818,2,92457,65.62,,,0,0,2,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.62,92457,,,,,,,,,1452.559799,1408.983005
O1324,2025-03-04,2025-02-28,580922,0,1,Weverse Shop,WE_SHIP,SINGLE,CA,Canada,FEDEX,INTERNATIONAL_PRIORITY,800,4969,1,ASN,0,0,0,0,78015,55.37,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.37,78015,,,,,,,,,1452.559799,1408.983005
O1174,2025-03-04,2025-02-28,581232,0,1,Weverse,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,3300,6497,1,ASN,0,0,0,0,113367,80.46,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.46,113367,,,,,,,,,1452.559799,1408.983005
O1174,2025-03-04,2025-02-28,578859,0,1,Weverse,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,1500,2784,1,ASN,0,0,0,0,59107,41.95,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.95,59107,,,,,,,,,1452.559799,1408.983005
E3268,2025-03-04,2025-02-28,580885,0,1,Weverse Shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,600,2714,1,ASN,0,0,0,0,59107,41.95,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.95,59107,,,,,,,,,1452.559799,1408.983005
O3831,2025-03-04,2025-02-28,580820,0,1,Olive Young,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,3500,3906,1,ASN,0,0,0,0,68378,48.53,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.53,68378,,,,,,,,,1452.559799,1408.983005
L2254,2025-03-04,2025-02-28,540666,0,1,Mofun,WE_SHIP,SINGLE,IT,Italia,FEDEX,INTERNATIONAL_PRIORITY,500,1945,1,ASN,0,0,28180,20,57529,40.83,,,20,28180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.83,57529,,,,,,,,,1452.559799,1408.983005
C7030,2025-03-04,2025-02-28,557498,0,1,Weverse,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,400,1740,1,ASN,0,0,0,0,49709,35.28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.28,49709,,,,,,,,,1452.559799,1408.983005
F8522,2025-03-04,2025-03-01,537509,0,1,Minirecord,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_PRIORITY,700,700,1,ASN,0,0,102092,72,40893,28.84,,,24,34031,2,2836,0,0,0,0,0,0,0,0,0,0,46,65225,0,0,0,0,0,0,28.84,40893,,,,,,,,,1461.795039,1417.941188
F9620,2025-03-04,2025-03-01,569426,0,1,https:www.interasia.co.kr,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,10500,11505,1,ASN,0,0,2836,2,191592,135.12,,,0,0,2,2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.12,191592,,,,,,,,,1461.795039,1417.941188
F3323,2025-03-04,2025-03-01,557705,0,1,Weverse Shop,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_PRIORITY,300,1080,1,ASN,0,0,0,0,52024,36.69,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.69,52024,,,,,,,,,1461.795039,1417.941188
H8641,2025-03-04,2025-03-01,578793,0,1,Weverse shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,2000,4969,1,ASN,0,0,0,0,78015,55.02,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.02,78015,,,,,,,,,1461.795039,1417.941188
E6255,2025-03-04,2025-03-01,564349,0,1,KOREAN SELLER,WE_SHIP,SINGLE,CY,Cyprus,FEDEX,INTERNATIONAL_PRIORITY,12400,22140,1,ASN,0,0,0,0,472430,333.18,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.18,472430,,,,,,,,,1461.795039,1417.941188
D8774,2025-03-04,2025-03-01,580906,0,1,Weverse,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,800,2714,1,ASN,0,0,0,0,59100,41.68,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.68,59100,,,,,,,,,1461.795039,1417.941188
E0848,2025-03-04,2025-03-01,571937,0,1,Full box albums,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,6500,6758,1,ASN,0,0,0,0,117363,82.77,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.77,117363,,,,,,,,,1461.795039,1417.941188
C4859,2025-03-04,2025-03-02,549539,0,1,Makestar,WE_SHIP,SINGLE,IT,Italia,FEDEX,INTERNATIONAL_PRIORITY,400,612,1,ASN,0,0,12761,9,40893,28.84,,,7,9926,2,2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.84,40893,,,,,,,,,1461.795039,1417.941188
C0911,2025-03-04,2025-03-02,576656,0,1,KTOWN4U,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,9300,16117,1,ASN,0,0,0,0,233336,164.56,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.56,233336,,,,,,,,,1461.795039,1417.941188
C0911,2025-03-04,2025-03-02,578029,0,1,KTOWNRU,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,10000,21067,1,ASN,0,0,0,0,274825,193.82,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.82,274825,,,,,,,,,1461.795039,1417.941188
H2448,2025-03-04,2025-03-02,569094,0,1,Musicart,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,7600,7600,1,ASN,0,0,2836,2,128154,90.38,,,0,0,2,2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.38,128154,,,,,,,,,1461.795039,1417.941188
C0911,2025-03-04,2025-03-02,580130,0,1,KTOWN4U,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,9300,15140,1,ASN,0,0,0,0,225183,158.81,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.81,225183,,,,,,,,,1461.795039,1417.941188
C0911,2025-03-04,2025-03-02,580132,0,1,KTOWN4U,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,9800,20513,1,ASN,0,0,0,0,262333,185.01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.01,262333,,,,,,,,,1461.795039,1417.941188
I8525,2025-03-04,2025-03-03,569303,0,1,null,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_PRIORITY,7200,8798,1,ASN,0,0,2836,2,142961,100.82,,,0,0,2,2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.82,142961,,,,,,,,,1461.833543,1417.978537
H8543,2025-03-04,2025-03-03,567733,0,1,Aladdin,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_PRIORITY,700,700,1,ASN,0,0,0,0,40030,28.23,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.23,40030,,,,,,,,,1461.833543,1417.978537
H5574,2025-03-04,2025-03-02,563591,0,1,cokodive,WE_SHIP,SINGLE,ZA,South Africa,FEDEX,INTERNATIONAL_PRIORITY,500,1030,1,ASN,0,0,0,0,63325,44.66,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.66,63325,,,,,,,,,1461.795039,1417.941188
N7994,2025-03-05,2025-02-28,581009,0,1,WEVERSE,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,1300,2714,1,ASN,0,0,0,0,67561,47.95,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.95,67561,,,,,,,,,1452.559799,1408.983005
